video_name,frame_idx,time_sec,split,image_path,label_path,labels_json,method
test-sparks-easy.mp4,252,4.2042,train,data\ml\images\train\seed_easy_frame_000252.jpg,data\ml\labels\train\seed_easy_frame_000252.txt,"[{""class"": ""spark_plume"", ""box"": [415, 60, 137, 141]}]",opencv_main_plume
test-sparks-easy.mp4,263,4.387717,train,data\ml\images\train\seed_easy_frame_000263.jpg,data\ml\labels\train\seed_easy_frame_000263.txt,"[{""class"": ""spark_plume"", ""box"": [443, 142, 50, 51]}]",opencv_main_plume
test-sparks-easy.mp4,264,4.4044,val,data\ml\images\val\seed_easy_frame_000264.jpg,data\ml\labels\val\seed_easy_frame_000264.txt,"[{""class"": ""spark_plume"", ""box"": [453, 59, 117, 53]}]",opencv_main_plume
test-sparks-easy.mp4,268,4.471133,train,data\ml\images\train\seed_easy_frame_000268.jpg,data\ml\labels\train\seed_easy_frame_000268.txt,"[{""class"": ""spark_plume"", ""box"": [353, 117, 180, 126]}]",opencv_main_plume
test-sparks-easy.mp4,283,4.721383,train,data\ml\images\train\seed_easy_frame_000283.jpg,data\ml\labels\train\seed_easy_frame_000283.txt,"[{""class"": ""spark_plume"", ""box"": [423, 162, 74, 76]}]",opencv_main_plume
test-sparks-easy.mp4,285,4.75475,train,data\ml\images\train\seed_easy_frame_000285.jpg,data\ml\labels\train\seed_easy_frame_000285.txt,"[{""class"": ""spark_plume"", ""box"": [404, 115, 128, 141]}]",opencv_main_plume
test-sparks-easy.mp4,291,4.85485,train,data\ml\images\train\seed_easy_frame_000291.jpg,data\ml\labels\train\seed_easy_frame_000291.txt,"[{""class"": ""spark_plume"", ""box"": [377, 64, 150, 190]}]",opencv_main_plume
test-sparks-easy.mp4,298,4.971633,val,data\ml\images\val\seed_easy_frame_000298.jpg,data\ml\labels\val\seed_easy_frame_000298.txt,"[{""class"": ""spark_plume"", ""box"": [400, 173, 81, 118]}]",opencv_main_plume
test-sparks-easy.mp4,299,4.988317,train,data\ml\images\train\seed_easy_frame_000299.jpg,data\ml\labels\train\seed_easy_frame_000299.txt,"[{""class"": ""spark_plume"", ""box"": [398, 175, 101, 123]}]",opencv_main_plume
test-sparks-easy.mp4,304,5.071733,train,data\ml\images\train\seed_easy_frame_000304.jpg,data\ml\labels\train\seed_easy_frame_000304.txt,"[{""class"": ""spark_plume"", ""box"": [431, 164, 56, 83]}]",opencv_main_plume
test-sparks-easy.mp4,312,5.2052,train,data\ml\images\train\seed_easy_frame_000312.jpg,data\ml\labels\train\seed_easy_frame_000312.txt,"[{""class"": ""spark_plume"", ""box"": [305, 101, 182, 52]}]",opencv_main_plume
test-sparks-easy.mp4,318,5.3053,train,data\ml\images\train\seed_easy_frame_000318.jpg,data\ml\labels\train\seed_easy_frame_000318.txt,"[{""class"": ""spark_plume"", ""box"": [311, 103, 161, 48]}]",opencv_main_plume
test-sparks-easy.mp4,327,5.45545,val,data\ml\images\val\seed_easy_frame_000327.jpg,data\ml\labels\val\seed_easy_frame_000327.txt,"[{""class"": ""spark_plume"", ""box"": [425, 182, 60, 54]}]",opencv_main_plume
test-sparks-easy.mp4,340,5.672333,train,data\ml\images\train\seed_easy_frame_000340.jpg,data\ml\labels\train\seed_easy_frame_000340.txt,"[{""class"": ""spark_plume"", ""box"": [506, 59, 59, 71]}]",opencv_main_plume
test-sparks-easy.mp4,348,5.8058,train,data\ml\images\train\seed_easy_frame_000348.jpg,data\ml\labels\train\seed_easy_frame_000348.txt,"[{""class"": ""spark_plume"", ""box"": [400, 173, 94, 83]}]",opencv_main_plume
test-sparks-easy.mp4,374,6.239567,train,data\ml\images\train\seed_easy_frame_000374.jpg,data\ml\labels\train\seed_easy_frame_000374.txt,"[{""class"": ""spark_plume"", ""box"": [404, 212, 58, 43]}]",opencv_main_plume
test-sparks-easy.mp4,377,6.289617,train,data\ml\images\train\seed_easy_frame_000377.jpg,data\ml\labels\train\seed_easy_frame_000377.txt,"[{""class"": ""spark_plume"", ""box"": [431, 179, 74, 71]}]",opencv_main_plume
test-sparks-easy.mp4,387,6.45645,val,data\ml\images\val\seed_easy_frame_000387.jpg,data\ml\labels\val\seed_easy_frame_000387.txt,"[{""class"": ""spark_plume"", ""box"": [449, 123, 126, 75]}]",opencv_main_plume
test-sparks-easy.mp4,400,6.673333,train,data\ml\images\train\seed_easy_frame_000400.jpg,data\ml\labels\train\seed_easy_frame_000400.txt,"[{""class"": ""spark_plume"", ""box"": [308, 101, 179, 52]}]",opencv_main_plume
test-sparks-easy.mp4,404,6.740067,train,data\ml\images\train\seed_easy_frame_000404.jpg,data\ml\labels\train\seed_easy_frame_000404.txt,"[{""class"": ""spark_plume"", ""box"": [401, 209, 61, 90]}]",opencv_main_plume
test-sparks-easy.mp4,407,6.790117,train,data\ml\images\train\seed_easy_frame_000407.jpg,data\ml\labels\train\seed_easy_frame_000407.txt,"[{""class"": ""spark_plume"", ""box"": [405, 186, 56, 136]}]",opencv_main_plume
test-sparks-easy.mp4,414,6.9069,train,data\ml\images\train\seed_easy_frame_000414.jpg,data\ml\labels\train\seed_easy_frame_000414.txt,"[{""class"": ""spark_plume"", ""box"": [428, 120, 126, 83]}]",opencv_main_plume
test-sparks-easy.mp4,415,6.923583,val,data\ml\images\val\seed_easy_frame_000415.jpg,data\ml\labels\val\seed_easy_frame_000415.txt,"[{""class"": ""spark_plume"", ""box"": [431, 185, 20, 62]}]",opencv_main_plume
test-sparks-easy.mp4,418,6.973633,train,data\ml\images\train\seed_easy_frame_000418.jpg,data\ml\labels\train\seed_easy_frame_000418.txt,"[{""class"": ""spark_plume"", ""box"": [428, 91, 124, 113]}]",opencv_main_plume
test-sparks-easy.mp4,438,7.3073,train,data\ml\images\train\seed_easy_frame_000438.jpg,data\ml\labels\train\seed_easy_frame_000438.txt,"[{""class"": ""spark_plume"", ""box"": [401, 119, 142, 129]}]",opencv_main_plume
test-sparks-easy.mp4,439,7.323983,train,data\ml\images\train\seed_easy_frame_000439.jpg,data\ml\labels\train\seed_easy_frame_000439.txt,"[{""class"": ""spark_plume"", ""box"": [431, 137, 92, 73]}]",opencv_main_plume
test-sparks-easy.mp4,455,7.590917,train,data\ml\images\train\seed_easy_frame_000455.jpg,data\ml\labels\train\seed_easy_frame_000455.txt,"[{""class"": ""spark_plume"", ""box"": [311, 101, 233, 100]}]",opencv_main_plume
test-sparks-easy.mp4,460,7.674333,val,data\ml\images\val\seed_easy_frame_000460.jpg,data\ml\labels\val\seed_easy_frame_000460.txt,"[{""class"": ""spark_plume"", ""box"": [408, 22, 100, 64]}]",opencv_main_plume
test-sparks-easy.mp4,462,7.7077,train,data\ml\images\train\seed_easy_frame_000462.jpg,data\ml\labels\train\seed_easy_frame_000462.txt,"[{""class"": ""spark_plume"", ""box"": [437, 174, 26, 46]}]",opencv_main_plume
test-sparks-easy.mp4,476,7.941267,train,data\ml\images\train\seed_easy_frame_000476.jpg,data\ml\labels\train\seed_easy_frame_000476.txt,"[{""class"": ""spark_plume"", ""box"": [447, 56, 120, 57]}]",opencv_main_plume
test-sparks-easy.mp4,532,8.875533,train,data\ml\images\train\seed_easy_frame_000532.jpg,data\ml\labels\train\seed_easy_frame_000532.txt,"[{""class"": ""spark_plume"", ""box"": [405, 210, 48, 44]}]",opencv_main_plume
test-sparks-easy.mp4,542,9.042367,train,data\ml\images\train\seed_easy_frame_000542.jpg,data\ml\labels\train\seed_easy_frame_000542.txt,"[{""class"": ""spark_plume"", ""box"": [401, 210, 63, 52]}]",opencv_main_plume
test-sparks-easy.mp4,548,9.142467,val,data\ml\images\val\seed_easy_frame_000548.jpg,data\ml\labels\val\seed_easy_frame_000548.txt,"[{""class"": ""spark_plume"", ""box"": [313, 122, 121, 29]}]",opencv_main_plume
test-sparks-easy.mp4,563,9.392717,train,data\ml\images\train\seed_easy_frame_000563.jpg,data\ml\labels\train\seed_easy_frame_000563.txt,"[{""class"": ""spark_plume"", ""box"": [383, 83, 197, 86]}]",opencv_main_plume
test-sparks-easy.mp4,564,9.4094,train,data\ml\images\train\seed_easy_frame_000564.jpg,data\ml\labels\train\seed_easy_frame_000564.txt,"[{""class"": ""spark_plume"", ""box"": [353, 94, 170, 110]}]",opencv_main_plume
test-sparks-easy.mp4,567,9.45945,train,data\ml\images\train\seed_easy_frame_000567.jpg,data\ml\labels\train\seed_easy_frame_000567.txt,"[{""class"": ""spark_plume"", ""box"": [334, 116, 126, 32]}]",opencv_main_plume
test-sparks-easy.mp4,576,9.6096,train,data\ml\images\train\seed_easy_frame_000576.jpg,data\ml\labels\train\seed_easy_frame_000576.txt,"[{""class"": ""spark_plume"", ""box"": [392, 206, 67, 102]}]",opencv_main_plume
test-sparks-easy.mp4,590,9.843167,val,data\ml\images\val\seed_easy_frame_000590.jpg,data\ml\labels\val\seed_easy_frame_000590.txt,"[{""class"": ""spark_plume"", ""box"": [312, 101, 238, 68]}]",opencv_main_plume
test-sparks-easy.mp4,600,10.01,train,data\ml\images\train\seed_easy_frame_000600.jpg,data\ml\labels\train\seed_easy_frame_000600.txt,"[{""class"": ""spark_plume"", ""box"": [413, 185, 58, 62]}]",opencv_main_plume
test-sparks-easy.mp4,609,10.16015,train,data\ml\images\train\seed_easy_frame_000609.jpg,data\ml\labels\train\seed_easy_frame_000609.txt,"[{""class"": ""spark_plume"", ""box"": [420, 63, 51, 24]}]",opencv_main_plume
test-sparks-easy.mp4,618,10.3103,train,data\ml\images\train\seed_easy_frame_000618.jpg,data\ml\labels\train\seed_easy_frame_000618.txt,"[{""class"": ""spark_plume"", ""box"": [440, 127, 89, 69]}]",opencv_main_plume
test-sparks-easy.mp4,620,10.343667,train,data\ml\images\train\seed_easy_frame_000620.jpg,data\ml\labels\train\seed_easy_frame_000620.txt,"[{""class"": ""spark_plume"", ""box"": [403, 213, 71, 104]}]",opencv_main_plume
test-sparks-easy.mp4,630,10.5105,val,data\ml\images\val\seed_easy_frame_000630.jpg,data\ml\labels\val\seed_easy_frame_000630.txt,"[{""class"": ""spark_plume"", ""box"": [398, 169, 77, 79]}]",opencv_main_plume
test-sparks-easy.mp4,635,10.593917,train,data\ml\images\train\seed_easy_frame_000635.jpg,data\ml\labels\train\seed_easy_frame_000635.txt,"[{""class"": ""spark_plume"", ""box"": [399, 101, 94, 103]}]",opencv_main_plume
test-sparks-easy.mp4,641,10.694017,train,data\ml\images\train\seed_easy_frame_000641.jpg,data\ml\labels\train\seed_easy_frame_000641.txt,"[{""class"": ""spark_plume"", ""box"": [422, 118, 123, 81]}]",opencv_main_plume
test-sparks-easy.mp4,672,11.2112,train,data\ml\images\train\seed_easy_frame_000672.jpg,data\ml\labels\train\seed_easy_frame_000672.txt,"[{""class"": ""spark_plume"", ""box"": [461, 115, 81, 87]}]",opencv_main_plume
test-sparks-easy.mp4,695,11.594917,train,data\ml\images\train\seed_easy_frame_000695.jpg,data\ml\labels\train\seed_easy_frame_000695.txt,"[{""class"": ""spark_plume"", ""box"": [334, 101, 154, 47]}]",opencv_main_plume
test-sparks-easy.mp4,703,11.728383,val,data\ml\images\val\seed_easy_frame_000703.jpg,data\ml\labels\val\seed_easy_frame_000703.txt,"[{""class"": ""spark_plume"", ""box"": [332, 117, 189, 56]}]",opencv_main_plume
test-sparks-easy.mp4,712,11.878533,train,data\ml\images\train\seed_easy_frame_000712.jpg,data\ml\labels\train\seed_easy_frame_000712.txt,"[{""class"": ""spark_plume"", ""box"": [424, 115, 155, 89]}]",opencv_main_plume
test-sparks-easy.mp4,713,11.895217,train,data\ml\images\train\seed_easy_frame_000713.jpg,data\ml\labels\train\seed_easy_frame_000713.txt,"[{""class"": ""spark_plume"", ""box"": [378, 101, 109, 50]}]",opencv_main_plume
test-sparks-easy.mp4,725,12.095417,train,data\ml\images\train\seed_easy_frame_000725.jpg,data\ml\labels\train\seed_easy_frame_000725.txt,"[{""class"": ""spark_plume"", ""box"": [332, 101, 156, 47]}]",opencv_main_plume
test-sparks-easy.mp4,744,12.4124,train,data\ml\images\train\seed_easy_frame_000744.jpg,data\ml\labels\train\seed_easy_frame_000744.txt,"[{""class"": ""spark_plume"", ""box"": [437, 174, 153, 32]}]",opencv_main_plume
test-sparks-easy.mp4,746,12.445767,val,data\ml\images\val\seed_easy_frame_000746.jpg,data\ml\labels\val\seed_easy_frame_000746.txt,"[{""class"": ""spark_plume"", ""box"": [340, 102, 143, 46]}]",opencv_main_plume
test-sparks-easy.mp4,748,12.479133,train,data\ml\images\train\seed_easy_frame_000748.jpg,data\ml\labels\train\seed_easy_frame_000748.txt,"[{""class"": ""spark_plume"", ""box"": [410, 132, 114, 70]}]",opencv_main_plume
test-sparks-easy.mp4,754,12.579233,train,data\ml\images\train\seed_easy_frame_000754.jpg,data\ml\labels\train\seed_easy_frame_000754.txt,"[{""class"": ""spark_plume"", ""box"": [473, 130, 60, 73]}]",opencv_main_plume
test-sparks-easy.mp4,758,12.645967,train,data\ml\images\train\seed_easy_frame_000758.jpg,data\ml\labels\train\seed_easy_frame_000758.txt,"[{""class"": ""spark_plume"", ""box"": [313, 112, 120, 44]}]",opencv_main_plume
test-sparks-easy.mp4,776,12.946267,train,data\ml\images\train\seed_easy_frame_000776.jpg,data\ml\labels\train\seed_easy_frame_000776.txt,"[{""class"": ""spark_plume"", ""box"": [394, 175, 185, 95]}]",opencv_main_plume
test-sparks-easy.mp4,777,12.96295,val,data\ml\images\val\seed_easy_frame_000777.jpg,data\ml\labels\val\seed_easy_frame_000777.txt,"[{""class"": ""spark_plume"", ""box"": [334, 101, 201, 68]}]",opencv_main_plume
test-sparks-easy.mp4,785,13.096417,train,data\ml\images\train\seed_easy_frame_000785.jpg,data\ml\labels\train\seed_easy_frame_000785.txt,"[{""class"": ""spark_plume"", ""box"": [502, 54, 84, 84]}]",opencv_main_plume
test-sparks-easy.mp4,795,13.26325,train,data\ml\images\train\seed_easy_frame_000795.jpg,data\ml\labels\train\seed_easy_frame_000795.txt,"[{""class"": ""spark_plume"", ""box"": [332, 115, 153, 41]}]",opencv_main_plume
test-sparks-easy.mp4,796,13.279933,train,data\ml\images\train\seed_easy_frame_000796.jpg,data\ml\labels\train\seed_easy_frame_000796.txt,"[{""class"": ""spark_plume"", ""box"": [410, 101, 76, 38]}]",opencv_main_plume
test-sparks-easy.mp4,799,13.329983,train,data\ml\images\train\seed_easy_frame_000799.jpg,data\ml\labels\train\seed_easy_frame_000799.txt,"[{""class"": ""spark_plume"", ""box"": [353, 116, 191, 89]}]",opencv_main_plume
test-sparks-easy.mp4,842,14.047367,val,data\ml\images\val\seed_easy_frame_000842.jpg,data\ml\labels\val\seed_easy_frame_000842.txt,"[{""class"": ""spark_plume"", ""box"": [312, 113, 115, 39]}]",opencv_main_plume
test-sparks-easy.mp4,843,14.06405,train,data\ml\images\train\seed_easy_frame_000843.jpg,data\ml\labels\train\seed_easy_frame_000843.txt,"[{""class"": ""spark_plume"", ""box"": [406, 181, 93, 72]}]",opencv_main_plume
test-sparks-easy.mp4,849,14.16415,train,data\ml\images\train\seed_easy_frame_000849.jpg,data\ml\labels\train\seed_easy_frame_000849.txt,"[{""class"": ""spark_plume"", ""box"": [352, 91, 216, 110]}]",opencv_main_plume
test-sparks-easy.mp4,855,14.26425,train,data\ml\images\train\seed_easy_frame_000855.jpg,data\ml\labels\train\seed_easy_frame_000855.txt,"[{""class"": ""spark_plume"", ""box"": [354, 108, 145, 53]}]",opencv_main_plume
test-sparks-easy.mp4,857,14.297617,train,data\ml\images\train\seed_easy_frame_000857.jpg,data\ml\labels\train\seed_easy_frame_000857.txt,"[{""class"": ""spark_plume"", ""box"": [381, 116, 194, 41]}]",opencv_main_plume
test-sparks-easy.mp4,860,14.347667,val,data\ml\images\val\seed_easy_frame_000860.jpg,data\ml\labels\val\seed_easy_frame_000860.txt,"[{""class"": ""spark_plume"", ""box"": [401, 101, 122, 101]}]",opencv_main_plume
test-sparks-easy.mp4,867,14.46445,train,data\ml\images\train\seed_easy_frame_000867.jpg,data\ml\labels\train\seed_easy_frame_000867.txt,"[{""class"": ""spark_plume"", ""box"": [377, 116, 134, 44]}]",opencv_main_plume
test-sparks-easy.mp4,868,14.481133,train,data\ml\images\train\seed_easy_frame_000868.jpg,data\ml\labels\train\seed_easy_frame_000868.txt,"[{""class"": ""spark_plume"", ""box"": [422, 154, 74, 48]}]",opencv_main_plume
test-sparks-easy.mp4,876,14.6146,train,data\ml\images\train\seed_easy_frame_000876.jpg,data\ml\labels\train\seed_easy_frame_000876.txt,"[{""class"": ""spark_plume"", ""box"": [425, 148, 84, 57]}]",opencv_main_plume
test-sparks-easy.mp4,895,14.931583,train,data\ml\images\train\seed_easy_frame_000895.jpg,data\ml\labels\train\seed_easy_frame_000895.txt,"[{""class"": ""spark_plume"", ""box"": [354, 115, 128, 36]}]",opencv_main_plume
test-sparks-easy.mp4,903,15.06505,val,data\ml\images\val\seed_easy_frame_000903.jpg,data\ml\labels\val\seed_easy_frame_000903.txt,"[{""class"": ""spark_plume"", ""box"": [311, 61, 269, 108]}]",opencv_main_plume
test-sparks-easy.mp4,910,15.181833,train,data\ml\images\train\seed_easy_frame_000910.jpg,data\ml\labels\train\seed_easy_frame_000910.txt,"[{""class"": ""spark_plume"", ""box"": [401, 120, 119, 83]}]",opencv_main_plume
test-sparks-easy.mp4,913,15.231883,train,data\ml\images\train\seed_easy_frame_000913.jpg,data\ml\labels\train\seed_easy_frame_000913.txt,"[{""class"": ""spark_plume"", ""box"": [443, 59, 167, 91]}]",opencv_main_plume
test-sparks-easy.mp4,914,15.248567,train,data\ml\images\train\seed_easy_frame_000914.jpg,data\ml\labels\train\seed_easy_frame_000914.txt,"[{""class"": ""spark_plume"", ""box"": [503, 51, 78, 51]}]",opencv_main_plume
test-sparks-easy.mp4,916,15.281933,train,data\ml\images\train\seed_easy_frame_000916.jpg,data\ml\labels\train\seed_easy_frame_000916.txt,"[{""class"": ""spark_plume"", ""box"": [436, 115, 63, 72]}]",opencv_main_plume
test-sparks-easy.mp4,921,15.36535,val,data\ml\images\val\seed_easy_frame_000921.jpg,data\ml\labels\val\seed_easy_frame_000921.txt,"[{""class"": ""spark_plume"", ""box"": [463, 91, 102, 96]}]",opencv_main_plume
test-sparks-easy.mp4,923,15.398717,train,data\ml\images\train\seed_easy_frame_000923.jpg,data\ml\labels\train\seed_easy_frame_000923.txt,"[{""class"": ""spark_plume"", ""box"": [400, 163, 120, 101]}]",opencv_main_plume
test-sparks-easy.mp4,927,15.46545,train,data\ml\images\train\seed_easy_frame_000927.jpg,data\ml\labels\train\seed_easy_frame_000927.txt,"[{""class"": ""spark_plume"", ""box"": [310, 113, 212, 56]}]",opencv_main_plume
test-sparks-easy.mp4,937,15.632283,train,data\ml\images\train\seed_easy_frame_000937.jpg,data\ml\labels\train\seed_easy_frame_000937.txt,"[{""class"": ""spark_plume"", ""box"": [408, 186, 56, 57]}]",opencv_main_plume
test-sparks-easy.mp4,938,15.648967,train,data\ml\images\train\seed_easy_frame_000938.jpg,data\ml\labels\train\seed_easy_frame_000938.txt,"[{""class"": ""spark_plume"", ""box"": [407, 185, 53, 81]}]",opencv_main_plume
test-sparks-easy.mp4,941,15.699017,val,data\ml\images\val\seed_easy_frame_000941.jpg,data\ml\labels\val\seed_easy_frame_000941.txt,"[{""class"": ""spark_plume"", ""box"": [310, 113, 122, 40]}]",opencv_main_plume
test-sparks-easy.mp4,992,16.549867,train,data\ml\images\train\seed_easy_frame_000992.jpg,data\ml\labels\train\seed_easy_frame_000992.txt,"[{""class"": ""spark_plume"", ""box"": [450, 115, 171, 88]}]",opencv_main_plume
test-sparks-easy.mp4,996,16.6166,train,data\ml\images\train\seed_easy_frame_000996.jpg,data\ml\labels\train\seed_easy_frame_000996.txt,"[{""class"": ""spark_plume"", ""box"": [406, 94, 140, 72]}]",opencv_main_plume
test-sparks-easy.mp4,1002,16.7167,train,data\ml\images\train\seed_easy_frame_001002.jpg,data\ml\labels\train\seed_easy_frame_001002.txt,"[{""class"": ""spark_plume"", ""box"": [418, 115, 142, 54]}]",opencv_main_plume
test-sparks-easy.mp4,1003,16.733383,train,data\ml\images\train\seed_easy_frame_001003.jpg,data\ml\labels\train\seed_easy_frame_001003.txt,"[{""class"": ""spark_plume"", ""box"": [310, 54, 275, 114]}]",opencv_main_plume
test-sparks-easy.mp4,1008,16.8168,val,data\ml\images\val\seed_easy_frame_001008.jpg,data\ml\labels\val\seed_easy_frame_001008.txt,"[{""class"": ""spark_plume"", ""box"": [503, 125, 46, 74]}]",opencv_main_plume
test-sparks-easy.mp4,1014,16.9169,train,data\ml\images\train\seed_easy_frame_001014.jpg,data\ml\labels\train\seed_easy_frame_001014.txt,"[{""class"": ""spark_plume"", ""box"": [395, 165, 100, 40]}]",opencv_main_plume
test-sparks-easy.mp4,1028,17.150467,train,data\ml\images\train\seed_easy_frame_001028.jpg,data\ml\labels\train\seed_easy_frame_001028.txt,"[{""class"": ""spark_plume"", ""box"": [443, 126, 100, 79]}]",opencv_main_plume
test-sparks-easy.mp4,1052,17.550867,train,data\ml\images\train\seed_easy_frame_001052.jpg,data\ml\labels\train\seed_easy_frame_001052.txt,"[{""class"": ""spark_plume"", ""box"": [308, 116, 175, 48]}]",opencv_main_plume
test-sparks-easy.mp4,1077,17.96795,train,data\ml\images\train\seed_easy_frame_001077.jpg,data\ml\labels\train\seed_easy_frame_001077.txt,"[{""class"": ""spark_plume"", ""box"": [348, 113, 136, 38]}]",opencv_main_plume
test-sparks-easy.mp4,1081,18.034683,val,data\ml\images\val\seed_easy_frame_001081.jpg,data\ml\labels\val\seed_easy_frame_001081.txt,"[{""class"": ""spark_plume"", ""box"": [519, 53, 88, 91]}]",opencv_main_plume
test-sparks-easy.mp4,1099,18.334983,train,data\ml\images\train\seed_easy_frame_001099.jpg,data\ml\labels\train\seed_easy_frame_001099.txt,"[{""class"": ""spark_plume"", ""box"": [411, 221, 56, 44]}]",opencv_main_plume
test-sparks-easy.mp4,1133,18.902217,train,data\ml\images\train\seed_easy_frame_001133.jpg,data\ml\labels\train\seed_easy_frame_001133.txt,"[{""class"": ""spark_plume"", ""box"": [303, 116, 181, 38]}]",opencv_main_plume
test-sparks-easy.mp4,1135,18.935583,train,data\ml\images\train\seed_easy_frame_001135.jpg,data\ml\labels\train\seed_easy_frame_001135.txt,"[{""class"": ""spark_plume"", ""box"": [432, 82, 223, 221]}]",opencv_main_plume
